ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
1549,Central Loop,IGA - CTA - Central Loop Project,1 N State St,Chicago Transit Authority,733,"The project consists of rehabilitating various Central Loop CTA stations, replacing 9,500 lineal feet of track and rail ties on elevated rail system along Lake & Wabash legs of the Loop track, replacing escalators and escalator-related platforms at various stations, and creating new escalator service near subway system under State St.",11/1/08,22200000,85354000,1176411.445,1900423.653,41.88211763,-87.62767361,"(41.88211763349539, -87.62767361218859)",41,38,14310,580,36,22
11129,Humboldt Park Commercial,IGA - PBC - Humboldt Park Library,1605 N Troy St,Public Building Commission,,An intergovernmental agreement between the City of Chicago and Public Building Commission. This project includes renovation of an existing public library building and new construction of an addition.,1/13/11,4500000,4498906,1155137.564,1910540.376,41.91033231,-87.70551941,"(41.910332307504966, -87.70551941016132)",1,24,22535,389,49,10
1295,Western/Ogden,CCIL,2750 W Roosevelt Rd,"C.C.I.L.  Properties, Inc. and C.C.I.L., corp.",95,"Located in the Near West community, the project includes construction of 105,000 square foot campus facility.  The facility consists of transitional housing, adult and child development operations, offices, and related service facilities.  The project also includes demolishing existing improvements, environmental remediation, and site prep.",3/12/02,7022900,21422900,1157979.158,1894633.604,41.86662512,-87.69551481,"(41.866625124023905, -87.69551480961502)",28,30,21184,16,23,11
1794,River South,IGA - CTA - 18th St. Connector,26 W 18th St,Chicago Transit Authority,,"Improvements to the 18th Street Connector located on CTA's Orange Line Branch. The
work will primarily consist of rehabilitation and repair efforts.
Improvements will include:
¿ Track renewal on the elevated structure
¿ Waterproofing the structure's deck and applying anti-corrosion coating
¿ Structural repairs based on findings from a detailed structural evaluation
¿ Paintwork",2/9/13,7000000,25000000,1176318.502,1891601.721,41.8579118,-87.62828097,"(41.85791179738786, -87.62828096585427)",40,34,21194,330,9,12
1059,Western/Ogden,Chicago Children's Advocacy Center,1240 S Damen Av,Public Building Commission,2249,"An intergovernmental Agreement with the Public Building Commission and the City of Chicago in order to provide $9 million in TIF funds from the Western/Iogden TIF for the construction of an addition to the existing City-owned Chicago Children's Advocacy Center.  The approximately 16,500 s.f. addition will provide additional therapy spaces, conference rooms, enhanced family spaces, enlarged child life room with appropriate adolescent space, offices , storage and a training area.",10/3/12,9000000,9500000,1163200.565,1894246.991,41.86545617,-87.67635732,"(41.86545616852481, -87.67635731986977)",43,29,14920,96,23,48
1558,LaSalle Central,MillerCoors,250 S Wacker Dr,MillerCoors LLC,768,"The project assisted in relocation of the corporate headquarters.   MillerCoors leased approximately 129,000 square feet of commercial office space.  The project includes build-out of tenant space, exterior roof line signage, and exterior facade sign.",3/10/09,5775000,21500000,1173865.785,1898952.655,41.87813818,-87.637065,"(41.87813818115573, -87.63706499520218)",46,38,14914,92,36,48
500448,Woodlawn,Harris Park,6200 S Drexel Av,Chicago Park District,,"The Park District is requesting  $2,000,851 from the Woodlawn TIF for HVAC replacement and energy savings to the Harris Park fieldhouse.    The new heating and cooling systems will be integrated into the Park District-s web-based building automated system, and is part of the District-s district wide $20M energy savings program.",1/17/13,1000425,2000850,1183033.208,1864056.326,41.7821713,-87.6044919,"(41.782171303083885, -87.60449189994588)",60,9,22260,470,4,53
1650,Clark/Montrose,IGA - CPD - Park 0103 - Chase,4701 N Ashland Av,Chicago Park District,1034,"Site preparation for the installation of a new
playground, installation of equipment and playground surfaces, path and landscaping
improvements, and field house fitness improvements.",5/12/09,300000,655000,1164849.038,1931317.833,41.96714616,-87.66925195,"(41.96714615669716, -87.66925195138536)",15,31,22616,559,18,13
1388,Central Loop,Fisher Building,343 S Dearborn St,343 S Dearborn II LLC,243,"Located in the Loop, the project includes converting a Daniel Burnham designed building into 184 residential rental units.  The project will also include first-floor retail space totaling approximately 6,275 square feet and second floor office/commercial space totaling approximately 8,200 square feet.  The building will also receive restoration of the facade, repairs and replacement of the terra cotta in the lobby and upper story common areas, replacement of windows, and replacement of all mechanical systems.",10/13/98,6600000,33880973,1176032.097,1898609.042,41.87714679,-87.62912123,"(41.877146786216336, -87.62912123316899)",29,38,14912,92,10,48
1286,72nd/Cicero,Tootsie Roll,7401 S Cicero Av,"Tootsie Roll Industries, Inc. et al",79,"Located in West Lawn community, the project consists of rehabilitating a 2 million square foot manufacturing, distribution, and warehouse facility.  The project also includes 500,000 square foot expansion and environmental remediation.",9/29/93,43400000,217000000,1145714.691,1855226.755,41.758728,-87.74153566,"(41.75872799769038, -87.74153566231715)",58,63,21867,318,30,23
1669,Wilson Yard,Hazel Winthrop Apts,4509 N Hazel St,Community Housing Partners XV L.P.; Chicago Community Development Corp.; et Voice of the People,1058,"Located in the Uptown community, the project includes acquisition and rehabilitation of four buildings containing 30 multi-family affordable units.  The rehabilitation will include new roofs, windows, kitchens, and upgrades to existing HVAC systems.  The project will also include building amenities such as family activities center and exercise room.",1/11/11,2425000,11987400,1169488.854,1930192.797,41.96395907,-87.6522249,"(41.96395907248526, -87.65222490119726)",15,31,22616,20,39,37
1289,89th/State,Chatham Club,19 E 90th St,"Chatham Club, L L C",82,"Located in Chatham community area, the project includes the construction of 143 single family homes, a play lot, and open green space.",5/12/98,3600000,33647500,1178076.92,1845311.625,41.73084756,-87.62323009,"(41.73084755826071, -87.62323008500381)",61,40,21546,428,43,31
1756,Western/Ogden,IGA - CPD - Park 0206 - Altgeld,515 S Washtenaw Av,Chicago Park District,2109,An intergovernmental agreement between the City of Chicago and the Chicago Park District,3/31/12,750000,1762548,1158488.481,1897480.51,41.87442692,-87.69356713,"(41.874426916420454, -87.69356712985399)",28,28,21184,38,23,11
1555,119th/I-57,Marshfield Plaza,11730 S Marshfield Av,"Primestor 119, LLC",760,"Located in the Morgan Park community, the project includes construction and rehabilitation of 415,000 square feet retail shopping center.  The retail shopping center includes two anchor stores, three junior anchors, five outlots, and 1,700 parking spaces.",12/13/05,26600000,120773223,1167478.162,1826818.27,41.68033221,-87.66258468,"(41.680332205334544, -87.66258467873885)",13,74,22212,378,22,45
1651,Bronzeville,IGA - CPD - Park 0267 - Dunbar,300 E 31st St,Chicago Park District,1036,An intergovernmental agreement between the City of Chicago and the Chicago Park District,2/5/10,1000000,2000000,1178590.273,1884545.29,41.83849698,-87.62015738,"(41.83849697715925, -87.62015738145021)",40,1,21194,191,10,48
1269,Lincoln Avenue,Lincoln Village,6081 N Lincoln Av,"BGP Lincoln Village, L.L.C.",57,"The redevelopment of the Lincoln Village Shopping  Center. The project involves the demolition of 29,708 square feet of retail space, the rehabilitation of 90,043 square feet of retail space, the construction of 55,100 square feet of retail space, and the upgrading of the parking layout, landscaping  and signage. New construction of a seven story masonry and pre-cast concrete structure containing 102 apartments for independent senior citizens. The apartments will consist of one and two bedrooms (90 one bedrooms, 12 two bedrooms) and have 5 handicapped accessible units and 15 adaptable units.   All ofthe units will be restricted to households with at least one member age 55 or older.",12/24/01,5200000,23158935,1153540.622,1940476.289,41.99251046,-87.7105869,"(41.99251045526317, -87.71058689761345)",50,13,4450,747,27,42
1538,Madden/Wells,Madden Wells - 2-A - Rental,3859 S Vincennes Av,Oakwood Shores Phase 2A Associates L.P.,702,The project includes construction of 199 rental units in 14 buildings.   The units include 57 market rate units and 142 affordable units at or below 60% area median income.  81 of the affordable units replaced public housing.,7/10/07,2900000,57569913,1180730.096,1879250.693,41.8239192,-87.61246844,"(41.82391920067366, -87.61246844341566)",36,2,4301,582,10,1
11719,Pulaski Corridor,IGA - CBE - Marine Leadership Academy,1920 N Hamlin Av,Chicago Public Schools,,"Located in the Logan Square community area, the City of Chicago entered into an Intergovernmental Agreement with the Chicago Board of Education in order to provide Tax Increment Financing (TIF) funds from the Pulaski TIF district for the costs associated with the planning, design, and construction of an expansion to include grades 9-12, high school instructional activities. 
 Improvements include a new science and computer labs, music and art classrooms, a mechanical system upgrade, and site work to provide a new soccer field and running track.",9/24/15,4500000,5108000,1150696.779,1912593.823,41.91605519,-87.72177945,"(41.91605519289756, -87.72177945326514)",1,23,22535,388,49,10
13405,Archer/Western,IGA - CPD - McKinley Park,2210 W Pershing Rd,Chicago Park District,,"The Chicago Park District will develop an approximately 12,000 square foot dog park which will include separate off-leash areas for large and small dogs, in addition to, water fountains, fencing, and surfacing for the area.",11/14/18,400000,400000,1162172.393,1878822.959,41.82315254,-87.68056215,"(41.823152544283246, -87.68056214743277)",37,56,14924,719,1,26
1463,Central Loop,CareerBuilder,200 N La Salle St,"CareerBuilder, LLC",571,"The project includes the rehabilitation and reconstruction of existing office space to relocate, consolidate and expand the national headquarters of CareerBuilder.  The company will occupy around 150,000 square feet of office space which will bring 800 full time equivalent employees to the corporate headquarters.",2/19/08,2500000,11656114,1175060.389,1901740.357,41.88576112,-87.63259515,"(41.88576112449132, -87.63259515310935)",42,38,14309,92,36,22
1586,Hollywood/Sheridan,IGA - PBC - Edgewater Library,6000 N Broadway,Public Building Commission,816,An intergovernmental agreement between the City of Chicago and the Public Building Commission,7/28/11,1125000,12054193,1167176.574,1940014.136,41.99095924,-87.66044275,"(41.99095923823291, -87.660442745415)",14,76,4451,536,16,40
1610,Near North,Parkside Old Town - II,544 W Oak St,"Parkside Nine II, LLC",916,"Located in the Near North community, the project entails construction of an 8-story 112-unit rental building.The building includes 39 CHA units, 53 affordable units which are 60% or less of the area median income, 20 market rate units, one commercial space unit, and 77 parking spaces.",2/9/10,8216100,41721331,1172196.032,1907097.533,41.90052524,-87.64295528,"(41.900525237912476, -87.64295527527149)",54,37,14926,148,46,41
11160,Near North,Clybourn & Division,454 W Division St,"Boxelder Court, LLC",,"Under CHA's 'Plan Forward', this proposed development will be the acquisition and new construction of a single, seven-story elevator building, that will contain 84 rental units, 76 parking spaces, and retail on the ground floor, which will include a daycare center and restaurant.  The units will be housed on floors three through seven, and will consist of 26 for public housing tenants, 16 affordable to households at 60% area median income (AMI) and below, ten units for households at 80% AMI, and 32 for market rate renters. The first floor will house the daycare, a restaurant, and other retail shops which will front Clybourn Avenue, and the entry for the residential will be accessed off of Division Street.  Additionally, the building will contain various indoor and outdoor amenities for residents, and provisions for bike storage.",7/14/15,8100000,37920974,1172885.164,1908321.864,41.90386962,-87.64038776,"(41.903869621035135, -87.6403877550922)",54,37,14926,309,46,41
